ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_QRSFv3_tt,residual_QRSFv3_tt,Dl_QRSFv3_te,residual_QRSFv3_te,Dl_QRSFv3_ee,residual_QRSFv3_ee
1499,701.642,-1.96257,-1.3298,703.603,-1.96073,3.04419,-5.00677,11.4942,-12.824,1309.15,-607.507,-4.38037,2.4178,11.8726,-13.2024
1512,655.678,7.47919,21.9852,658.394,-2.71644,8.07564,-0.596446,12.9242,9.06094,1286.69,-631.008,8.33893,-0.859743,12.3557,9.62944
1529,588.39,9.37829,16.3364,596.835,-8.44504,11.5702,-2.19191,15.1442,1.19211,1240.66,-652.27,23.4943,-14.116,13.7554,2.58099
1546,547.01,10.0139,17.2441,536.785,10.2248,11.5299,-1.51605,17.4738,-0.229762,1178.43,-631.418,36.0095,-25.9956,15.8812,1.36283
1563,503.657,-0.414165,16.8062,482.348,21.3094,8.26792,-8.68209,19.6043,-2.79814,1102.7,-599.045,45.1842,-45.5984,18.5638,-1.75766
1580,468.039,-1.86885,6.00044,436.755,31.2845,2.43289,-4.30174,21.2693,-15.2689,1018.31,-550.276,50.5958,-52.4646,21.5424,-15.542
1597,429.111,-9.9112,23.6655,402.116,26.995,-5.08419,-4.82701,22.2719,1.39363,930.454,-501.343,52.0348,-61.946,24.5596,-0.894085
1614,407.925,-9.49197,28.6547,379.168,28.757,-13.2896,3.79765,22.4917,6.16299,843.194,-435.269,49.4738,-58.9658,27.415,1.23968
1631,399.577,-25.3687,25.01,367.403,32.174,-21.1882,-4.18053,21.9111,3.09894,761.08,-361.503,43.4308,-68.7995,29.8789,-4.86882
1648,389.097,-22.7408,15.7028,365.19,23.9061,-27.8949,5.15416,20.5997,-4.89692,688.254,-299.157,34.5419,-57.2826,31.7534,-16.0506
1665,391.497,-25.4964,25.7318,370.048,21.4483,-32.7297,7.23325,18.702,7.0298,627.816,-236.32,23.3673,-48.8637,32.916,-7.18427
1682,385.396,-29.9275,35.6797,379.029,6.36679,-35.2829,5.35542,16.419,19.2607,581.303,-195.908,10.9279,-40.8553,33.306,2.37368
1699,400.368,-26.1074,19.884,389.074,11.2936,-35.4355,9.32814,13.9868,5.89716,549.751,-149.384,-1.78679,-24.3206,32.899,-13.015
1716,393.039,-22.1731,-2.30435,397.325,-4.28644,-33.342,11.1688,11.6369,-13.9412,533.753,-140.715,-13.9977,-8.17543,31.6979,-34.0023
1733,407.61,-28.2166,10.7442,401.52,6.09004,-29.4089,1.19238,9.5795,1.16466,531.429,-123.818,-24.8792,-3.33732,29.8376,-19.0934
1750,377.716,-22.2324,37.1788,400.12,-22.4047,-24.2157,1.98335,7.9791,29.1997,540.706,-162.99,-33.6893,11.4569,27.4523,9.72651
1767,379.019,-13.1588,21.6818,392.422,-13.4024,-18.4398,5.281,6.93876,14.7431,559.7,-180.68,-39.8787,26.72,24.6586,-2.97678
1784,377.36,-11.8144,-18.8184,378.613,-1.25311,-12.7706,0.956195,6.49288,-25.3113,584.828,-207.468,-43.2897,31.4752,21.679,-40.4974
1801,358.796,-8.0874,23.4248,359.629,-0.833297,-7.83149,-0.255913,6.60912,16.8157,612.607,-253.811,-43.7927,35.7053,18.7128,4.71196
1818,342.446,-0.976027,18.7414,336.962,5.48404,-4.1146,3.13857,7.19576,11.5456,640.04,-297.594,-41.3445,40.3685,15.9153,2.82608
1835,313.006,-4.91613,16.6022,312.468,0.538135,-1.93046,-2.98566,8.11676,8.4854,664.26,-351.254,-36.4476,31.5315,13.4491,3.15309
1852,305.378,1.81527,-6.23088,288.128,17.2501,-1.38753,3.2028,9.21006,-15.4409,682.477,-377.098,-29.5551,31.3704,11.4614,-17.6923
1869,276.147,-4.78882,36.2976,265.743,10.4038,-2.40218,-2.38664,10.3056,25.992,692.417,-416.27,-21.1033,16.3145,10.0546,26.2429
1886,265.911,1.66045,0.555329,246.804,19.1068,-4.71334,6.37379,11.2491,-10.6937,693.471,-427.56,-11.8454,13.5058,9.24217,-8.68684
1903,249.92,-11.107,-18.6965,232.298,17.622,-7.92826,-3.17876,11.9143,-30.6108,684.873,-434.953,-2.4895,-8.61752,9.04704,-27.7436
1920,257.96,-8.76494,26.026,222.648,35.3122,-11.5802,2.81523,12.2145,13.8115,666.302,-408.342,6.35846,-15.1234,9.46276,16.5632
1937,245.342,-13.224,20.5827,217.712,27.6305,-15.1866,1.96267,12.1138,8.4689,639.28,-393.938,14.1752,-27.3992,10.369,10.2137
1954,231.313,-5.86213,-42.7334,216.818,14.4948,-18.3007,12.4386,11.624,-54.3574,605.154,-373.842,20.4134,-26.2756,11.669,-54.4024
1971,229.279,-28.0519,51.929,218.897,10.3818,-20.5611,-7.49087,10.7978,41.1312,565.419,-336.141,24.6776,-52.7295,13.2596,38.6693
1988,225.825,-27.8392,5.28485,222.653,3.17156,-21.7308,-6.10839,9.72431,-4.43946,522.452,-296.628,26.928,-54.7672,14.9795,-9.69466
2005,240.086,,,226.693,13.3933,-21.7111,,8.51509,,478.66,-238.574,27.048,,16.6783,
2030,233.983,,,230.426,3.5567,-19.6294,,6.73436,,417.105,-183.122,23.5082,,18.876,
2063,216.247,,,226.873,-10.6263,-14.1667,,4.88516,,350.04,-133.794,13.7763,,20.7056,
2096,204.908,,,211.349,-6.44096,-7.7232,,4.03489,,307.46,-102.552,0.947843,,20.8908,
2129,200.092,,,186.333,13.7592,-2.62043,,4.22115,,292.075,-91.9824,-11.3747,,19.3792,
2162,168.762,,,157.803,10.9591,-0.34041,,5.08021,,299.291,-130.529,-20.3016,,16.5951,
2195,140.144,,,132.426,7.71852,-1.0867,,6.04418,,320.422,-180.278,-23.9198,,13.1777,
2228,129.223,,,114.898,14.325,-3.88994,,6.59309,,343.932,-214.709,-21.8566,,9.92565,
2261,118.304,,,106.436,11.8679,-7.17701,,6.44756,,359.871,-241.567,-15.237,,7.46977,
2294,118.51,,,104.901,13.6091,-9.46225,,5.6406,,360.971,-242.461,-6.06841,,6.2334,
2327,115.407,,,106.187,9.22018,-9.9134,,4.46018,,344.862,-229.455,3.09549,,6.28633,
2360,114.999,,,106.154,8.84416,-8.5591,,3.29691,,313.911,-198.912,10.1094,,7.37529,
2393,126.918,,,102.201,24.7162,-6.13564,,2.48077,,273.833,-146.915,13.4528,,9.04077,
2426,90.007,,,94.0262,-4.01927,-3.67956,,2.16283,,232.326,-142.319,12.7356,,10.7077,
2459,83.9457,,,83.2693,0.676401,-2.07064,,2.28718,,196.435,-112.489,8.57766,,11.8892,
2492,78.7067,,,72.5316,6.17516,-1.71318,,2.64438,,171.443,-92.7366,2.35241,,12.239,
